"count","day"
2759,"2012-18-09"
2705,"2012-19-09"
2745,"2012-20-09"
2618,"2012-21-09"
2245,"2012-22-09"
1395,"2012-23-09"
2239,"2012-24-09"
2312,"2012-25-09"
1837,"2012-26-09"
2274,"2012-27-09"
2794,"2012-28-09"
2255,"2012-29-09"
1573,"2012-30-09"
2706,"2012-01-10"
2665,"2012-02-10"
1213,"2012-03-10"
1678,"2012-04-10"
1628,"2012-05-10"
1325,"2012-06-10"
1372,"2012-07-10"
2312,"2012-08-10"
2358,"2012-09-10"
2422,"2012-10-10"
2489,"2012-11-10"
1735,"2012-12-10"
1719,"2012-13-10"
1079,"2012-14-10"
1996,"2012-15-10"
1923,"2012-16-10"
1844,"2012-17-10"
2311,"2012-18-10"
2406,"2012-19-10"
2218,"2012-20-10"
1470,"2012-21-10"
2605,"2012-22-10"
2486,"2012-23-10"
2507,"2012-24-10"
2416,"2012-25-10"
1423,"2012-26-10"
1693,"2012-27-10"
1056,"2012-28-10"
1770,"2012-29-10"
1811,"2012-30-10"
2243,"2012-31-10"
862,"2012-01-11"
1705,"2012-02-11"
1104,"2012-03-11"
989,"2012-04-11"
1954,"2012-05-11"
2149,"2012-06-11"
1730,"2012-07-11"
2054,"2012-08-11"
2279,"2012-09-11"
1581,"2012-10-11"
1082,"2012-11-11"
2131,"2012-12-11"
2154,"2012-13-11"
2183,"2012-14-11"
2087,"2012-15-11"
2094,"2012-16-11"
1721,"2012-17-11"
710,"2012-18-11"
2302,"2012-19-11"
2190,"2012-20-11"
2113,"2012-21-11"
2163,"2012-22-11"
1799,"2012-23-11"
1674,"2012-24-11"
1034,"2012-25-11"
1738,"2012-26-11"
2164,"2012-27-11"
2249,"2012-28-11"
2053,"2012-29-11"
2038,"2012-30-11"
1652,"2012-01-12"
812,"2012-02-12"
1499,"2012-03-12"
1742,"2012-04-12"
1584,"2012-05-12"
1846,"2012-06-12"
641,"2012-07-12"
559,"2012-08-12"
396,"2012-09-12"
1352,"2012-10-12"
1543,"2012-11-12"
1737,"2012-12-12"
1707,"2012-13-12"
1514,"2012-14-12"
1505,"2012-15-12"
756,"2012-16-12"
1592,"2012-17-12"
1707,"2012-18-12"
1925,"2012-19-12"
1661,"2012-20-12"
1414,"2012-21-12"
1290,"2012-22-12"
487,"2012-23-12"
1067,"2012-24-12"
336,"2012-25-12"
426,"2012-26-12"
982,"2012-27-12"
1276,"2012-28-12"
1346,"2012-29-12"
658,"2012-30-12"
1258,"2012-31-12"
431,"2013-01-01"
1588,"2013-02-01"
1367,"2013-03-01"
1538,"2013-04-01"
1458,"2013-05-01"
954,"2013-06-01"
2002,"2013-07-01"
2056,"2013-08-01"
1586,"2013-09-01"
1917,"2013-10-01"
1829,"2013-11-01"
1438,"2013-12-01"
836,"2013-13-01"
1486,"2013-14-01"
1017,"2013-15-01"
840,"2013-16-01"
1041,"2013-17-01"
1164,"2013-18-01"
1068,"2013-19-01"
321,"2013-20-01"
871,"2013-21-01"
1046,"2013-22-01"
1361,"2013-23-01"
1303,"2013-24-01"
1292,"2013-25-01"
949,"2013-26-01"
493,"2013-27-01"
1505,"2013-28-01"
1083,"2013-29-01"
1584,"2013-30-01"
1560,"2013-31-01"
1130,"2013-01-02"
996,"2013-02-02"
664,"2013-03-02"
1520,"2013-04-02"
1312,"2013-05-02"
1361,"2013-06-02"
902,"2013-07-02"
992,"2013-08-02"
930,"2013-09-02"
477,"2013-10-02"
470,"2013-11-02"
1063,"2013-12-02"
1529,"2013-13-02"
1324,"2013-14-02"
1071,"2013-15-02"
1136,"2013-16-02"
705,"2013-17-02"
1670,"2013-18-02"
1446,"2013-19-02"
1607,"2013-20-02"
1533,"2013-21-02"
1494,"2013-22-02"
871,"2013-23-02"
463,"2013-24-02"
1107,"2013-25-02"
1641,"2013-26-02"
1662,"2013-27-02"
1740,"2013-28-02"
1657,"2013-01-03"
1543,"2013-02-03"
850,"2013-03-03"
1960,"2013-04-03"
2140,"2013-05-03"
2248,"2013-06-03"
2054,"2013-07-03"
1876,"2013-08-03"
1080,"2013-09-03"
666,"2013-10-03"
1442,"2013-11-03"
603,"2013-12-03"
1063,"2013-13-03"
1202,"2013-14-03"
1519,"2013-15-03"
1359,"2013-16-03"
748,"2013-17-03"
2156,"2013-18-03"
1661,"2013-19-03"
1113,"2013-20-03"
1655,"2013-21-03"
1776,"2013-22-03"
1330,"2013-23-03"
781,"2013-24-03"
1669,"2013-25-03"
1743,"2013-26-03"
1822,"2013-27-03"
1751,"2013-28-03"
645,"2013-29-03"
1406,"2013-30-03"
507,"2013-31-03"
831,"2013-01-04"
1984,"2013-02-04"
1715,"2013-03-04"
1882,"2013-04-04"
1739,"2013-05-04"
1361,"2013-06-04"
1298,"2013-07-04"
2168,"2013-08-04"
1768,"2013-09-04"
1881,"2013-10-04"
2084,"2013-11-04"
2227,"2013-12-04"
1945,"2013-13-04"
1591,"2013-14-04"
2633,"2013-15-04"
2784,"2013-16-04"
2837,"2013-17-04"
2769,"2013-18-04"
2715,"2013-19-04"
2178,"2013-20-04"
1228,"2013-21-04"
2562,"2013-22-04"
2673,"2013-23-04"
2923,"2013-24-04"
3003,"2013-25-04"
2027,"2013-26-04"
1688,"2013-27-04"
1407,"2013-28-04"
2621,"2013-29-04"
2840,"2013-30-04"
1758,"2013-01-05"
2846,"2013-02-05"
2885,"2013-03-05"
2710,"2013-04-05"
1988,"2013-05-05"
3121,"2013-06-05"
2301,"2013-07-05"
2500,"2013-08-05"
1640,"2013-09-05"
2333,"2013-10-05"
1789,"2013-11-05"
1082,"2013-12-05"
1951,"2013-13-05"
2525,"2013-14-05"
2483,"2013-15-05"
2135,"2013-16-05"
1900,"2013-17-05"
1991,"2013-18-05"
1602,"2013-19-05"
849,"2013-20-05"
2368,"2013-21-05"
1938,"2013-22-05"
1752,"2013-23-05"
2448,"2013-24-05"
2075,"2013-25-05"
609,"2013-26-05"
2841,"2013-27-05"
2918,"2013-28-05"
1347,"2013-29-05"
1383,"2013-30-05"
2172,"2013-31-05"
1889,"2013-01-06"
1848,"2013-02-06"
2865,"2013-03-06"
2970,"2013-04-06"
3243,"2013-05-06"
3251,"2013-06-06"
3280,"2013-07-06"
3015,"2013-08-06"
1759,"2013-09-06"
2577,"2013-10-06"
3191,"2013-11-06"
3133,"2013-12-06"
1994,"2013-13-06"
2994,"2013-14-06"
2436,"2013-15-06"
1791,"2013-16-06"
3195,"2013-17-06"
3427,"2013-18-06"
2941,"2013-19-06"
2510,"2013-20-06"
2338,"2013-21-06"
2395,"2013-22-06"
1364,"2013-23-06"
2416,"2013-24-06"
2592,"2013-25-06"
2751,"2013-26-06"
2246,"2013-27-06"
1625,"2013-28-06"
2064,"2013-29-06"
1685,"2013-30-06"
3280,"2013-01-07"
3309,"2013-02-07"
1877,"2013-03-07"
3167,"2013-04-07"
3182,"2013-05-07"
2855,"2013-06-07"
2036,"2013-07-07"
3351,"2013-08-07"
3497,"2013-09-07"
3410,"2013-10-07"
3078,"2013-11-07"
3316,"2013-12-07"
2957,"2013-13-07"
2474,"2013-14-07"
3388,"2013-15-07"
3301,"2013-16-07"
3480,"2013-17-07"
3313,"2013-18-07"
3426,"2013-19-07"
2935,"2013-20-07"
1850,"2013-21-07"
3098,"2013-22-07"
2857,"2013-23-07"
2709,"2013-24-07"
2759,"2013-25-07"
2663,"2013-26-07"
2261,"2013-27-07"
1423,"2013-28-07"
2839,"2013-29-07"
2673,"2013-30-07"
2979,"2013-31-07"
3119,"2013-01-08"
2814,"2013-02-08"
2391,"2013-03-08"
1811,"2013-04-08"
2898,"2013-05-08"
3066,"2013-06-08"
2147,"2013-07-08"
2571,"2013-08-08"
2847,"2013-09-08"
2244,"2013-10-08"
1606,"2013-11-08"
2629,"2013-12-08"
2642,"2013-13-08"
2821,"2013-14-08"
2810,"2013-15-08"
2814,"2013-16-08"
2394,"2013-17-08"
1001,"2013-18-08"
2255,"2013-19-08"
2758,"2013-20-08"
2878,"2013-21-08"
2917,"2013-22-08"
2882,"2013-23-08"
1894,"2013-24-08"
972,"2013-25-08"
2513,"2013-26-08"
3034,"2013-27-08"
2909,"2013-28-08"
3108,"2013-29-08"
3006,"2013-30-08"
2217,"2013-31-08"
1624,"2013-01-09"
2904,"2013-02-09"
3074,"2013-03-09"
3288,"2013-04-09"
3432,"2013-05-09"
3268,"2013-06-09"
2174,"2013-07-09"
973,"2013-08-09"
2614,"2013-09-09"
2370,"2013-10-09"
2057,"2013-11-09"
2449,"2013-12-09"
2728,"2013-13-09"
1618,"2013-14-09"
1437,"2013-15-09"
2352,"2013-16-09"
2463,"2013-17-09"
2018,"2013-18-09"
2557,"2013-19-09"
2456,"2013-20-09"
2293,"2013-21-09"
1600,"2013-22-09"
2717,"2013-23-09"
2765,"2013-24-09"
2815,"2013-25-09"
2714,"2013-26-09"
2844,"2013-27-09"
2382,"2013-28-09"
1665,"2013-29-09"
2847,"2013-30-09"
2757,"2013-01-10"
2735,"2013-02-10"
1351,"2013-03-10"
1910,"2013-04-10"
1620,"2013-05-10"
1256,"2013-06-10"
2825,"2013-07-10"
2691,"2013-08-10"
2411,"2013-09-10"
2139,"2013-10-10"
1808,"2013-11-10"
1811,"2013-12-10"
1171,"2013-13-10"
2348,"2013-14-10"
2312,"2013-15-10"
2395,"2013-16-10"
2395,"2013-17-10"
2624,"2013-18-10"
2119,"2013-19-10"
1234,"2013-20-10"
2420,"2013-21-10"
2656,"2013-22-10"
2199,"2013-23-10"
2618,"2013-24-10"
1904,"2013-25-10"
1953,"2013-26-10"
1167,"2013-27-10"
1731,"2013-28-10"
2256,"2013-29-10"
2425,"2013-30-10"
2343,"2013-31-10"
679,"2013-01-11"
1422,"2013-02-11"
970,"2013-03-11"
1787,"2013-04-11"
1849,"2013-05-11"
1789,"2013-06-11"
1684,"2013-07-11"
1803,"2013-08-11"
2014,"2013-09-11"
1021,"2013-10-11"
1972,"2013-11-11"
1997,"2013-12-11"
2244,"2013-13-11"
1987,"2013-14-11"
2207,"2013-15-11"
1682,"2013-16-11"
967,"2013-17-11"
2031,"2013-18-11"
2091,"2013-19-11"
2171,"2013-20-11"
1922,"2013-21-11"
1956,"2013-22-11"
1627,"2013-23-11"
828,"2013-24-11"
1918,"2013-25-11"
2110,"2013-26-11"
2010,"2013-27-11"
1756,"2013-28-11"
1935,"2013-29-11"
1515,"2013-30-11"
959,"2013-01-12"
2181,"2013-02-12"
2168,"2013-03-12"
1920,"2013-04-12"
1617,"2013-05-12"
1429,"2013-06-12"
1191,"2013-07-12"
896,"2013-08-12"
2078,"2013-09-12"
2094,"2013-10-12"
2051,"2013-11-12"
2108,"2013-12-12"
1902,"2013-13-12"
1335,"2013-14-12"
954,"2013-15-12"
2083,"2013-16-12"
2223,"2013-17-12"
2278,"2013-18-12"
1991,"2013-19-12"
2192,"2013-20-12"
1805,"2013-21-12"
836,"2013-22-12"
2011,"2013-23-12"
930,"2013-24-12"
418,"2013-25-12"
552,"2013-26-12"
1314,"2013-27-12"
1045,"2013-28-12"
707,"2013-29-12"
1592,"2013-30-12"
1219,"2013-31-12"
606,"2014-01-01"
1450,"2014-02-01"
1586,"2014-03-01"
1383,"2014-04-01"
895,"2014-05-01"
1688,"2014-06-01"
2149,"2014-07-01"
2250,"2014-08-01"
2008,"2014-09-01"
2230,"2014-10-01"
1545,"2014-11-01"
1068,"2014-12-01"
2097,"2014-13-01"
2152,"2014-14-01"
1864,"2014-15-01"
1845,"2014-16-01"
2222,"2014-17-01"
1795,"2014-18-01"
1044,"2014-19-01"
2036,"2014-20-01"
1964,"2014-21-01"
2156,"2014-22-01"
1799,"2014-23-01"
1918,"2014-24-01"
1672,"2014-25-01"
760,"2014-26-01"
1991,"2014-27-01"
2089,"2014-28-01"
2116,"2014-29-01"
2018,"2014-30-01"
2216,"2014-31-01"
1179,"2014-01-02"
1126,"2014-02-02"
2056,"2014-03-02"
2197,"2014-04-02"
2089,"2014-05-02"
2144,"2014-06-02"
1794,"2014-07-02"
1491,"2014-08-02"
925,"2014-09-02"
1957,"2014-10-02"
2150,"2014-11-02"
2191,"2014-12-02"
1698,"2014-13-02"
1786,"2014-14-02"
1627,"2014-15-02"
980,"2014-16-02"
2268,"2014-17-02"
2253,"2014-18-02"
2071,"2014-19-02"
2099,"2014-20-02"
1957,"2014-21-02"
1566,"2014-22-02"
1214,"2014-23-02"
2359,"2014-24-02"
2342,"2014-25-02"
2316,"2014-26-02"
1060,"2014-27-02"
1519,"2014-28-02"
1322,"2014-01-03"
642,"2014-02-03"
670,"2014-03-03"
1710,"2014-04-03"
2206,"2014-05-03"
2243,"2014-06-03"
2295,"2014-07-03"
2322,"2014-08-03"
1692,"2014-09-03"
2637,"2014-10-03"
2784,"2014-11-03"
2798,"2014-12-03"
2778,"2014-13-03"
2749,"2014-14-03"
1632,"2014-15-03"
1179,"2014-16-03"
2464,"2014-17-03"
3007,"2014-18-03"
2777,"2014-19-03"
3038,"2014-20-03"
2352,"2014-21-03"
1717,"2014-22-03"
1160,"2014-23-03"
2026,"2014-24-03"
2475,"2014-25-03"
2906,"2014-26-03"
3544,"2014-27-03"
2961,"2014-28-03"
2484,"2014-29-03"
1781,"2014-30-03"
2986,"2014-31-03"
3323,"2014-01-04"
3341,"2014-02-04"
3163,"2014-03-04"
2870,"2014-04-04"
2237,"2014-05-04"
1715,"2014-06-04"
3091,"2014-07-04"
2310,"2014-08-04"
2760,"2014-09-04"
2933,"2014-10-04"
2930,"2014-11-04"
2654,"2014-12-04"
1478,"2014-13-04"
1915,"2014-14-04"
2388,"2014-15-04"
2735,"2014-16-04"
2889,"2014-17-04"
1144,"2014-18-04"
2099,"2014-19-04"
1202,"2014-20-04"
1384,"2014-21-04"
2776,"2014-22-04"
2761,"2014-23-04"
2578,"2014-24-04"
3319,"2014-25-04"
2491,"2014-26-04"
1240,"2014-27-04"
2992,"2014-28-04"
2315,"2014-29-04"
3074,"2014-30-04"
1987,"2014-01-05"
2555,"2014-02-05"
2671,"2014-03-05"
1716,"2014-04-05"
3184,"2014-05-05"
2670,"2014-06-05"
2709,"2014-07-05"
2294,"2014-08-05"
2569,"2014-09-05"
1362,"2014-10-05"
1124,"2014-11-05"
2425,"2014-12-05"
2393,"2014-13-05"
2665,"2014-14-05"
2806,"2014-15-05"
3016,"2014-16-05"
2690,"2014-17-05"
1958,"2014-18-05"
3422,"2014-19-05"
3457,"2014-20-05"
3378,"2014-21-05"
2855,"2014-22-05"
2738,"2014-23-05"
2629,"2014-24-05"
2069,"2014-25-05"
2757,"2014-26-05"
1395,"2014-27-05"
3040,"2014-28-05"
1448,"2014-29-05"
2918,"2014-30-05"
2829,"2014-31-05"
2081,"2014-01-06"
3297,"2014-02-06"
3334,"2014-03-06"
2813,"2014-04-06"
2874,"2014-05-06"
3402,"2014-06-06"
2726,"2014-07-06"
1907,"2014-08-06"
1738,"2014-09-06"
3095,"2014-10-06"
3023,"2014-11-06"
3545,"2014-12-06"
3390,"2014-13-06"
2814,"2014-14-06"
2057,"2014-15-06"
3183,"2014-16-06"
3324,"2014-17-06"
3618,"2014-18-06"
1793,"2014-19-06"
2874,"2014-20-06"
2664,"2014-21-06"
2003,"2014-22-06"
3476,"2014-23-06"
3342,"2014-24-06"
3432,"2014-25-06"
3509,"2014-26-06"
3371,"2014-27-06"
1772,"2014-28-06"
1237,"2014-29-06"
2946,"2014-30-06"
3629,"2014-01-07"
3523,"2014-02-07"
3669,"2014-03-07"
3327,"2014-04-07"
1979,"2014-05-07"
1654,"2014-06-07"
3267,"2014-07-07"
919,"2014-08-07"
832,"2014-09-07"
2721,"2014-10-07"
2633,"2014-11-07"
2062,"2014-12-07"
1496,"2014-13-07"
2607,"2014-14-07"
2964,"2014-15-07"
3072,"2014-16-07"
3194,"2014-17-07"
3092,"2014-18-07"
2604,"2014-19-07"
1633,"2014-20-07"
1624,"2014-21-07"
2818,"2014-22-07"
2986,"2014-23-07"
2685,"2014-24-07"
3032,"2014-25-07"
2466,"2014-26-07"
1736,"2014-27-07"
2603,"2014-28-07"
2258,"2014-29-07"
2795,"2014-30-07"
3165,"2014-31-07"
2990,"2014-01-08"
2313,"2014-02-08"
1632,"2014-03-08"
2316,"2014-04-08"
3014,"2014-05-08"
2741,"2014-06-08"
2869,"2014-07-08"
2360,"2014-08-08"
2349,"2014-09-08"
1101,"2014-10-08"
2636,"2014-11-08"
2589,"2014-12-08"
2453,"2014-13-08"
2432,"2014-14-08"
2076,"2014-15-08"
2066,"2014-16-08"
1470,"2014-17-08"
2936,"2014-18-08"
2573,"2014-19-08"
2928,"2014-20-08"
2935,"2014-21-08"
2863,"2014-22-08"
2162,"2014-23-08"
1664,"2014-24-08"
2582,"2014-25-08"
1571,"2014-26-08"
3233,"2014-27-08"
3176,"2014-28-08"
2904,"2014-29-08"
2242,"2014-30-08"
962,"2014-31-08"
2939,"2014-01-09"
3192,"2014-02-09"
3277,"2014-03-09"
3272,"2014-04-09"
3140,"2014-05-09"
2490,"2014-06-09"
1901,"2014-07-09"
3175,"2014-08-09"
3120,"2014-09-09"
2848,"2014-10-09"
3103,"2014-11-09"
3258,"2014-12-09"
2528,"2014-13-09"
1916,"2014-14-09"
3146,"2014-15-09"
3391,"2014-16-09"
3391,"2014-17-09"
2940,"2014-18-09"
2812,"2014-19-09"
2202,"2014-20-09"
1312,"2014-21-09"
2737,"2014-22-09"
3180,"2014-23-09"
2748,"2014-24-09"
2796,"2014-25-09"
2912,"2014-26-09"
2538,"2014-27-09"
1769,"2014-28-09"
2608,"2014-29-09"
2892,"2014-30-09"
3225,"2014-01-10"
3370,"2014-02-10"
2066,"2014-03-10"
2548,"2014-04-10"
1157,"2014-05-10"
2777,"2014-06-10"
2100,"2014-07-10"
1929,"2014-08-10"
2116,"2014-09-10"
2642,"2014-10-10"
2330,"2014-11-10"
1770,"2014-12-10"
2474,"2014-13-10"
2868,"2014-14-10"
2840,"2014-15-10"
2433,"2014-16-10"
2407,"2014-17-10"
2656,"2014-18-10"
1951,"2014-19-10"
2713,"2014-20-10"
2045,"2014-21-10"
2064,"2014-22-10"
2695,"2014-23-10"
2834,"2014-24-10"
1832,"2014-25-10"
1366,"2014-26-10"
2699,"2014-27-10"
2665,"2014-28-10"
2267,"2014-29-10"
2615,"2014-30-10"
2735,"2014-31-10"
1808,"2014-01-11"
1825,"2014-02-11"
2626,"2014-03-11"
1647,"2014-04-11"
2520,"2014-05-11"
2750,"2014-06-11"
2416,"2014-07-11"
2396,"2014-08-11"
1249,"2014-09-11"
2631,"2014-10-11"
2218,"2014-11-11"
2227,"2014-12-11"
2694,"2014-13-11"
2510,"2014-14-11"
1652,"2014-15-11"
662,"2014-16-11"
2577,"2014-17-11"
2575,"2014-18-11"
2507,"2014-19-11"
2468,"2014-20-11"
2551,"2014-21-11"
2009,"2014-22-11"
1264,"2014-23-11"
2466,"2014-24-11"
2591,"2014-25-11"
2331,"2014-26-11"
2219,"2014-27-11"
2360,"2014-28-11"
1911,"2014-29-11"
1125,"2014-30-11"
2349,"2014-01-12"
2244,"2014-02-12"
2365,"2014-03-12"
2260,"2014-04-12"
2251,"2014-05-12"
1838,"2014-06-12"
1061,"2014-07-12"
2007,"2014-08-12"
2191,"2014-09-12"
1842,"2014-10-12"
2017,"2014-11-12"
1743,"2014-12-12"
1164,"2014-13-12"
1086,"2014-14-12"
2084,"2014-15-12"
2415,"2014-16-12"
1743,"2014-17-12"
1903,"2014-18-12"
1499,"2014-19-12"
1693,"2014-20-12"
1025,"2014-21-12"
2108,"2014-22-12"
2087,"2014-23-12"
773,"2014-24-12"
333,"2014-25-12"
509,"2014-26-12"
530,"2014-27-12"
518,"2014-28-12"
1047,"2014-29-12"
1423,"2014-30-12"
1097,"2014-31-12"
540,"2015-01-01"
1293,"2015-02-01"
923,"2015-03-01"
889,"2015-04-01"
2000,"2015-05-01"
2067,"2015-06-01"
2069,"2015-07-01"
1130,"2015-08-01"
1730,"2015-09-01"
1305,"2015-10-01"
861,"2015-11-01"
2050,"2015-12-01"
2035,"2015-13-01"
1935,"2015-14-01"
1992,"2015-15-01"
2220,"2015-16-01"
1887,"2015-17-01"
1074,"2015-18-01"
2101,"2015-19-01"
1992,"2015-20-01"
2138,"2015-21-01"
2120,"2015-22-01"
2030,"2015-23-01"
708,"2015-24-01"
647,"2015-25-01"
1251,"2015-26-01"
1687,"2015-27-01"
1821,"2015-28-01"
1922,"2015-29-01"
1966,"2015-30-01"
1602,"2015-31-01"
724,"2015-01-02"
1738,"2015-02-02"
1894,"2015-03-02"
1596,"2015-04-02"
1823,"2015-05-02"
1894,"2015-06-02"
1538,"2015-07-02"
816,"2015-08-02"
1854,"2015-09-02"
1991,"2015-10-02"
2186,"2015-11-02"
1118,"2015-12-02"
1569,"2015-13-02"
1337,"2015-14-02"
601,"2015-15-02"
563,"2015-16-02"
1348,"2015-17-02"
1895,"2015-18-02"
2105,"2015-19-02"
1837,"2015-20-02"
1468,"2015-21-02"
947,"2015-22-02"
1268,"2015-23-02"
1961,"2015-24-02"
1994,"2015-25-02"
1994,"2015-26-02"
1713,"2015-27-02"
1772,"2015-28-02"
840,"2015-01-03"
2019,"2015-02-03"
1971,"2015-03-03"
2058,"2015-04-03"
2127,"2015-05-03"
2215,"2015-06-03"
2008,"2015-07-03"
1587,"2015-08-03"
2402,"2015-09-03"
2095,"2015-10-03"
2584,"2015-11-03"
2538,"2015-12-03"
2397,"2015-13-03"
1690,"2015-14-03"
943,"2015-15-03"
2546,"2015-16-03"
2797,"2015-17-03"
2801,"2015-18-03"
2307,"2015-19-03"
2455,"2015-20-03"
1385,"2015-21-03"
1149,"2015-22-03"
2624,"2015-23-03"
2627,"2015-24-03"
2318,"2015-25-03"
2212,"2015-26-03"
2289,"2015-27-03"
1740,"2015-28-03"
541,"2015-29-03"
1900,"2015-30-03"
1302,"2015-31-03"
1756,"2015-01-04"
1652,"2015-02-04"
1066,"2015-03-04"
1351,"2015-04-04"
904,"2015-05-04"
910,"2015-06-04"
2294,"2015-07-04"
2385,"2015-08-04"
2632,"2015-09-04"
2716,"2015-10-04"
1899,"2015-11-04"
1790,"2015-12-04"
2654,"2015-13-04"
3115,"2015-14-04"
3375,"2015-15-04"
3150,"2015-16-04"
3075,"2015-17-04"
2614,"2015-18-04"
1768,"2015-19-04"
3191,"2015-20-04"
3466,"2015-21-04"
3135,"2015-22-04"
3313,"2015-23-04"
3161,"2015-24-04"
1337,"2015-25-04"
1116,"2015-26-04"
2184,"2015-27-04"
2886,"2015-28-04"
2873,"2015-29-04"
2195,"2015-30-04"
1662,"2015-01-05"
2361,"2015-02-05"
933,"2015-03-05"
3046,"2015-04-05"
2682,"2015-05-05"
2919,"2015-06-05"
3048,"2015-07-05"
3173,"2015-08-05"
2356,"2015-09-05"
1737,"2015-10-05"
3330,"2015-11-05"
3273,"2015-12-05"
3510,"2015-13-05"
2052,"2015-14-05"
2879,"2015-15-05"
2001,"2015-16-05"
1594,"2015-17-05"
3230,"2015-18-05"
2927,"2015-19-05"
2950,"2015-20-05"
3126,"2015-21-05"
3196,"2015-22-05"
2509,"2015-23-05"
1618,"2015-24-05"
1172,"2015-25-05"
2733,"2015-26-05"
3231,"2015-27-05"
3048,"2015-28-05"
3055,"2015-29-05"
2458,"2015-30-05"
1512,"2015-31-05"
3199,"2015-01-06"
2861,"2015-02-06"
3487,"2015-03-06"
2179,"2015-04-06"
3329,"2015-05-06"
2583,"2015-06-06"
2119,"2015-07-06"
3541,"2015-08-06"
3479,"2015-09-06"
3464,"2015-10-06"
3784,"2015-11-06"
3105,"2015-12-06"
2610,"2015-13-06"
2741,"2015-14-06"
3324,"2015-15-06"
3500,"2015-16-06"
3659,"2015-17-06"
