"count","day"
4024,"2016-24-03"
560,"2016-25-03"
3538,"2016-26-03"
882,"2016-27-03"
644,"2016-28-03"
3117,"2016-29-03"
3576,"2016-30-03"
2204,"2016-31-03"
4481,"2016-01-04"
4751,"2016-02-04"
2444,"2016-03-04"
5236,"2016-04-04"
2598,"2016-05-04"
5078,"2016-06-04"
4807,"2016-07-04"
4881,"2016-08-04"
4891,"2016-09-04"
3646,"2016-10-04"
6299,"2016-11-04"
5615,"2016-12-04"
5311,"2016-13-04"
6408,"2016-14-04"
4919,"2016-15-04"
3270,"2016-16-04"
2055,"2016-17-04"
6035,"2016-18-04"
5660,"2016-19-04"
6766,"2016-20-04"
7285,"2016-21-04"
5748,"2016-22-04"
3104,"2016-23-04"
1271,"2016-24-04"
3149,"2016-25-04"
3329,"2016-26-04"
6097,"2016-27-04"
4786,"2016-28-04"
4722,"2016-29-04"
2721,"2016-30-04"
2548,"2016-01-05"
6815,"2016-02-05"
5584,"2016-03-05"
7195,"2016-04-05"
4295,"2016-05-05"
7134,"2016-06-05"
6109,"2016-07-05"
3429,"2016-08-05"
7550,"2016-09-05"
6865,"2016-10-05"
7607,"2016-11-05"
7573,"2016-12-05"
6693,"2016-13-05"
3561,"2016-14-05"
1439,"2016-15-05"
1986,"2016-16-05"
5587,"2016-17-05"
5423,"2016-18-05"
5834,"2016-19-05"
5481,"2016-20-05"
6019,"2016-21-05"
2150,"2016-22-05"
2934,"2016-23-05"
4660,"2016-24-05"
5905,"2016-25-05"
4306,"2016-26-05"
5231,"2016-27-05"
4525,"2016-28-05"
2144,"2016-29-05"
2952,"2016-30-05"
5980,"2016-31-05"
2375,"2016-01-06"
4830,"2016-02-06"
4344,"2016-03-06"
2852,"2016-04-06"
2430,"2016-05-06"
6440,"2016-06-06"
6271,"2016-07-06"
6898,"2016-08-06"
7166,"2016-09-06"
6717,"2016-10-06"
5152,"2016-11-06"
1946,"2016-12-06"
4129,"2016-13-06"
4878,"2016-14-06"
4085,"2016-15-06"
4857,"2016-16-06"
3519,"2016-17-06"
2849,"2016-18-06"
2846,"2016-19-06"
4562,"2016-20-06"
4828,"2016-21-06"
6796,"2016-22-06"
7551,"2016-23-06"
5347,"2016-24-06"
1400,"2016-25-06"
2500,"2016-26-06"
4533,"2016-27-06"
6641,"2016-28-06"
6517,"2016-29-06"
5276,"2016-30-06"
5452,"2016-01-07"
4244,"2016-02-07"
2670,"2016-03-07"
6261,"2016-04-07"
5992,"2016-05-07"
6751,"2016-06-07"
7261,"2016-07-07"
6565,"2016-08-07"
5826,"2016-09-07"
3441,"2016-10-07"
6514,"2016-11-07"
5830,"2016-12-07"
4579,"2016-13-07"
5865,"2016-14-07"
5783,"2016-15-07"
4735,"2016-16-07"
3012,"2016-17-07"
6492,"2016-18-07"
6784,"2016-19-07"
5928,"2016-20-07"
6035,"2016-21-07"
5652,"2016-22-07"
3567,"2016-23-07"
3148,"2016-24-07"
6127,"2016-25-07"
6371,"2016-26-07"
6489,"2016-27-07"
3093,"2016-28-07"
4245,"2016-29-07"
4756,"2016-30-07"
1639,"2016-31-07"
5960,"2016-01-08"
2210,"2016-02-08"
2234,"2016-03-08"
5375,"2016-04-08"
4756,"2016-05-08"
4953,"2016-06-08"
3632,"2016-07-08"
5230,"2016-08-08"
4951,"2016-09-08"
4006,"2016-10-08"
3518,"2016-11-08"
4146,"2016-12-08"
5507,"2016-13-08"
3326,"2016-14-08"
6403,"2016-15-08"
6933,"2016-16-08"
7046,"2016-17-08"
6970,"2016-18-08"
6575,"2016-19-08"
5165,"2016-20-08"
1818,"2016-21-08"
4897,"2016-22-08"
7561,"2016-23-08"
7305,"2016-24-08"
7100,"2016-25-08"
6838,"2016-26-08"
4990,"2016-27-08"
2863,"2016-28-08"
5954,"2016-29-08"
7255,"2016-30-08"
7265,"2016-31-08"
7692,"2016-01-09"
6969,"2016-02-09"
5568,"2016-03-09"
1697,"2016-04-09"
5859,"2016-05-09"
7447,"2016-06-09"
7304,"2016-07-09"
7517,"2016-08-09"
6703,"2016-09-09"
5799,"2016-10-09"
3300,"2016-11-09"
6942,"2016-12-09"
7197,"2016-13-09"
7105,"2016-14-09"
6979,"2016-15-09"
6062,"2016-16-09"
5256,"2016-17-09"
2512,"2016-18-09"
5929,"2016-19-09"
6050,"2016-20-09"
6650,"2016-21-09"
6755,"2016-22-09"
6187,"2016-23-09"
5748,"2016-24-09"
3760,"2016-25-09"
6154,"2016-26-09"
6742,"2016-27-09"
6407,"2016-28-09"
6839,"2016-29-09"
5802,"2016-30-09"
4116,"2016-01-10"
1564,"2016-02-10"
1782,"2016-03-10"
5806,"2016-04-10"
6025,"2016-05-10"
5174,"2016-06-10"
5077,"2016-07-10"
4267,"2016-08-10"
2127,"2016-09-10"
4648,"2016-10-10"
4712,"2016-11-10"
3910,"2016-12-10"
4591,"2016-13-10"
4368,"2016-14-10"
3328,"2016-15-10"
2877,"2016-16-10"
4718,"2016-17-10"
