"count","day"
1602,"2017-14-02"
2031,"2017-15-02"
1113,"2017-16-02"
824,"2017-17-02"
817,"2017-18-02"
663,"2017-19-02"
900,"2017-20-02"
1199,"2017-21-02"
612,"2017-22-02"
520,"2017-23-02"
814,"2017-24-02"
683,"2017-25-02"
669,"2017-26-02"
537,"2017-27-02"
741,"2017-28-02"
729,"2017-01-03"
836,"2017-02-03"
1252,"2017-03-03"
1151,"2017-04-03"
887,"2017-05-03"
756,"2017-06-03"
864,"2017-07-03"
620,"2017-08-03"
895,"2017-09-03"
1590,"2017-10-03"
1779,"2017-11-03"
2530,"2017-12-03"
2127,"2017-13-03"
2275,"2017-14-03"
2176,"2017-15-03"
3103,"2017-16-03"
1339,"2017-17-03"
285,"2017-18-03"
848,"2017-19-03"
1500,"2017-20-03"
1488,"2017-21-03"
1909,"2017-22-03"
2426,"2017-23-03"
2266,"2017-24-03"
2567,"2017-25-03"
3318,"2017-26-03"
2798,"2017-27-03"
3389,"2017-28-03"
2195,"2017-29-03"
2920,"2017-30-03"
3309,"2017-31-03"
1543,"2017-01-04"
3415,"2017-02-04"
2504,"2017-03-04"
2890,"2017-04-04"
2226,"2017-05-04"
1700,"2017-06-04"
1744,"2017-07-04"
1649,"2017-08-04"
5044,"2017-09-04"
2053,"2017-10-04"
2147,"2017-11-04"
1819,"2017-12-04"
1470,"2017-13-04"
1324,"2017-14-04"
500,"2017-15-04"
649,"2017-16-04"
895,"2017-17-04"
1288,"2017-18-04"
1501,"2017-19-04"
1974,"2017-20-04"
1476,"2017-21-04"
1086,"2017-22-04"
1397,"2017-23-04"
2481,"2017-24-04"
1463,"2017-25-04"
2054,"2017-26-04"
2093,"2017-27-04"
1759,"2017-28-04"
1550,"2017-29-04"
3513,"2017-30-04"
334,"2017-01-05"
1137,"2017-02-05"
1634,"2017-03-05"
1585,"2017-04-05"
1958,"2017-05-05"
3253,"2017-06-05"
2198,"2017-07-05"
1840,"2017-08-05"
2719,"2017-09-05"
3319,"2017-10-05"
2774,"2017-11-05"
1679,"2017-12-05"
2000,"2017-13-05"
1911,"2017-14-05"
3482,"2017-15-05"
4017,"2017-16-05"
4668,"2017-17-05"
1757,"2017-18-05"
963,"2017-19-05"
1766,"2017-20-05"
4379,"2017-21-05"
3908,"2017-22-05"
3857,"2017-23-05"
3057,"2017-24-05"
5321,"2017-25-05"
3906,"2017-26-05"
3740,"2017-27-05"
3177,"2017-28-05"
3624,"2017-29-05"
3055,"2017-30-05"
3660,"2017-31-05"
3891,"2017-01-06"
3023,"2017-02-06"
1917,"2017-03-06"
2472,"2017-04-06"
4533,"2017-05-06"
