"count","day"
3389,"2017-31-08"
5202,"2017-01-09"
2946,"2017-02-09"
5731,"2017-03-09"
5825,"2017-04-09"
5414,"2017-05-09"
3862,"2017-06-09"
5090,"2017-07-09"
3035,"2017-08-09"
1740,"2017-09-09"
3445,"2017-10-09"
3557,"2017-11-09"
3963,"2017-12-09"
3169,"2017-13-09"
3027,"2017-14-09"
3425,"2017-15-09"
2864,"2017-16-09"
2531,"2017-17-09"
3415,"2017-18-09"
3599,"2017-19-09"
4462,"2017-20-09"
5382,"2017-21-09"
4818,"2017-22-09"
3228,"2017-23-09"
3009,"2017-24-09"
4873,"2017-25-09"
5254,"2017-26-09"
5487,"2017-27-09"
4604,"2017-28-09"
5238,"2017-29-09"
1067,"2017-30-09"
3038,"2017-01-10"
3171,"2017-02-10"
2073,"2017-03-10"
4515,"2017-04-10"
3446,"2017-05-10"
3150,"2017-06-10"
1680,"2017-07-10"
1342,"2017-08-10"
3936,"2017-09-10"
3972,"2017-10-10"
4883,"2017-11-10"
5206,"2017-12-10"
4825,"2017-13-10"
4526,"2017-14-10"
5198,"2017-15-10"
6178,"2017-16-10"
5888,"2017-17-10"
6102,"2017-18-10"
5845,"2017-19-10"
3687,"2017-20-10"
2070,"2017-21-10"
1342,"2017-22-10"
3737,"2017-23-10"
3630,"2017-24-10"
4232,"2017-25-10"
4197,"2017-26-10"
3456,"2017-27-10"
1776,"2017-28-10"
1338,"2017-29-10"
3140,"2017-30-10"
1682,"2017-31-10"
2464,"2017-01-11"
3994,"2017-02-11"
3910,"2017-03-11"
2954,"2017-04-11"
1411,"2017-05-11"
4018,"2017-06-11"
4260,"2017-07-11"
3599,"2017-08-11"
4177,"2017-09-11"
3067,"2017-10-11"
1114,"2017-11-11"
703,"2017-12-11"
3815,"2017-13-11"
4083,"2017-14-11"
3786,"2017-15-11"
4151,"2017-16-11"
3866,"2017-17-11"
1726,"2017-18-11"
1198,"2017-19-11"
2328,"2017-20-11"
2684,"2017-21-11"
4426,"2017-22-11"
3824,"2017-23-11"
2477,"2017-24-11"
1621,"2017-25-11"
1202,"2017-26-11"
2150,"2017-27-11"
3655,"2017-28-11"
3714,"2017-29-11"
2726,"2017-30-11"
2777,"2017-01-12"
1636,"2017-02-12"
545,"2017-03-12"
2735,"2017-04-12"
3700,"2017-05-12"
3754,"2017-06-12"
3184,"2017-07-12"
2553,"2017-08-12"
986,"2017-09-12"
403,"2017-10-12"
2038,"2017-11-12"
3009,"2017-12-12"
2530,"2017-13-12"
2554,"2017-14-12"
2809,"2017-15-12"
1542,"2017-16-12"
984,"2017-17-12"
2341,"2017-18-12"
2898,"2017-19-12"
2514,"2017-20-12"
2421,"2017-21-12"
1872,"2017-22-12"
1276,"2017-23-12"
457,"2017-24-12"
487,"2017-25-12"
525,"2017-26-12"
1366,"2017-27-12"
1506,"2017-28-12"
1275,"2017-29-12"
900,"2017-30-12"
884,"2017-31-12"
569,"2018-01-01"
1709,"2018-02-01"
1518,"2018-03-01"
1890,"2018-04-01"
2491,"2018-05-01"
1709,"2018-06-01"
1735,"2018-07-01"
3701,"2018-08-01"
3857,"2018-09-01"
3386,"2018-10-01"
3713,"2018-11-01"
3278,"2018-12-01"
1869,"2018-13-01"
1511,"2018-14-01"
2950,"2018-15-01"
2640,"2018-16-01"
1908,"2018-17-01"
1803,"2018-18-01"
2836,"2018-19-01"
1105,"2018-20-01"
1266,"2018-21-01"
2591,"2018-22-01"
3487,"2018-23-01"
3706,"2018-24-01"
2608,"2018-25-01"
3252,"2018-26-01"
2455,"2018-27-01"
1295,"2018-28-01"
3175,"2018-29-01"
3994,"2018-30-01"
2405,"2018-31-01"
3238,"2018-01-02"
2380,"2018-02-02"
1560,"2018-03-02"
991,"2018-04-02"
3281,"2018-05-02"
2961,"2018-06-02"
2483,"2018-07-02"
1359,"2018-08-02"
1680,"2018-09-02"
839,"2018-10-02"
538,"2018-11-02"
784,"2018-12-02"
2054,"2018-13-02"
2904,"2018-14-02"
1318,"2018-15-02"
2623,"2018-16-02"
1475,"2018-17-02"
2417,"2018-18-02"
4101,"2018-19-02"
3152,"2018-20-02"
3092,"2018-21-02"
2992,"2018-22-02"
2655,"2018-23-02"
1491,"2018-24-02"
1074,"2018-25-02"
2189,"2018-26-02"
2229,"2018-27-02"
2104,"2018-28-02"
2028,"2018-01-03"
1834,"2018-02-03"
879,"2018-03-03"
1219,"2018-04-03"
3501,"2018-05-03"
3836,"2018-06-03"
3120,"2018-07-03"
2637,"2018-08-03"
2921,"2018-09-03"
1862,"2018-10-03"
1541,"2018-11-03"
2906,"2018-12-03"
1751,"2018-13-03"
3871,"2018-14-03"
3746,"2018-15-03"
2112,"2018-16-03"
976,"2018-17-03"
836,"2018-18-03"
3003,"2018-19-03"
2786,"2018-20-03"
7019,"2018-21-03"
2119,"2018-22-03"
3000,"2018-23-03"
2550,"2018-24-03"
2557,"2018-25-03"
3557,"2018-26-03"
2706,"2018-27-03"
1743,"2018-28-03"
2787,"2018-29-03"
1839,"2018-30-03"
2265,"2018-31-03"
509,"2018-01-04"
1552,"2018-02-04"
3100,"2018-03-04"
2709,"2018-04-04"
2964,"2018-05-04"
4440,"2018-06-04"
4630,"2018-07-04"
4539,"2018-08-04"
5993,"2018-09-04"
10239,"2018-10-04"
3714,"2018-11-04"
6198,"2018-12-04"
4976,"2018-13-04"
4670,"2018-14-04"
4208,"2018-15-04"
6041,"2018-16-04"
7700,"2018-17-04"
8533,"2018-18-04"
8302,"2018-19-04"
7794,"2018-20-04"
5617,"2018-21-04"
3373,"2018-22-04"
8136,"2018-23-04"
8390,"2018-24-04"
6980,"2018-25-04"
5034,"2018-26-04"
5759,"2018-27-04"
3251,"2018-28-04"
2245,"2018-29-04"
2674,"2018-30-04"
2406,"2018-01-05"
6047,"2018-02-05"
6773,"2018-03-05"
6774,"2018-04-05"
5695,"2018-05-05"
5207,"2018-06-05"
7726,"2018-07-05"
8591,"2018-08-05"
7998,"2018-09-05"
2548,"2018-10-05"
5819,"2018-11-05"
4512,"2018-12-05"
881,"2018-13-05"
5962,"2018-14-05"
7494,"2018-15-05"
4956,"2018-16-05"
6216,"2018-17-05"
5341,"2018-18-05"
3469,"2018-19-05"
4525,"2018-20-05"
4207,"2018-21-05"
4633,"2018-22-05"
4817,"2018-23-05"
4844,"2018-24-05"
6083,"2018-25-05"
5133,"2018-26-05"
3295,"2018-27-05"
7062,"2018-28-05"
6012,"2018-29-05"
7049,"2018-30-05"
4342,"2018-31-05"
2013,"2018-01-06"
4294,"2018-02-06"
4154,"2018-03-06"
7211,"2018-04-06"
7705,"2018-05-06"
8102,"2018-06-06"
6246,"2018-07-06"
4398,"2018-08-06"
4717,"2018-09-06"
3983,"2018-10-06"
6546,"2018-11-06"
4884,"2018-12-06"
5943,"2018-13-06"
5709,"2018-14-06"
5865,"2018-15-06"
3906,"2018-16-06"
3329,"2018-17-06"
5935,"2018-18-06"
6221,"2018-19-06"
7838,"2018-20-06"
5680,"2018-21-06"
4570,"2018-22-06"
3082,"2018-23-06"
3016,"2018-24-06"
5505,"2018-25-06"
7164,"2018-26-06"
7370,"2018-27-06"
7462,"2018-28-06"
7215,"2018-29-06"
4759,"2018-30-06"
4583,"2018-01-07"
7624,"2018-02-07"
8346,"2018-03-07"
6961,"2018-04-07"
7682,"2018-05-07"
6919,"2018-06-07"
5119,"2018-07-07"
4605,"2018-08-07"
7557,"2018-09-07"
5307,"2018-10-07"
5721,"2018-11-07"
7099,"2018-12-07"
7205,"2018-13-07"
4968,"2018-14-07"
4479,"2018-15-07"
7146,"2018-16-07"
7326,"2018-17-07"
7421,"2018-18-07"
7184,"2018-19-07"
6612,"2018-20-07"
5264,"2018-21-07"
4406,"2018-22-07"
6522,"2018-23-07"
7029,"2018-24-07"
6388,"2018-25-07"
5927,"2018-26-07"
5867,"2018-27-07"
3552,"2018-28-07"
3801,"2018-29-07"
5975,"2018-30-07"
6343,"2018-31-07"
6278,"2018-01-08"
6555,"2018-02-08"
5685,"2018-03-08"
4465,"2018-04-08"
3964,"2018-05-08"
5719,"2018-06-08"
5841,"2018-07-08"
4886,"2018-08-08"
4424,"2018-09-08"
5524,"2018-10-08"
4150,"2018-11-08"
4530,"2018-12-08"
3267,"2018-13-08"
4201,"2018-14-08"
5797,"2018-15-08"
6456,"2018-16-08"
4193,"2018-17-08"
4880,"2018-18-08"
4853,"2018-19-08"
5131,"2018-20-08"
6446,"2018-21-08"
7329,"2018-22-08"
7130,"2018-23-08"
5092,"2018-24-08"
2861,"2018-25-08"
3611,"2018-26-08"
4897,"2018-27-08"
6796,"2018-28-08"
5707,"2018-29-08"
5547,"2018-30-08"
5761,"2018-31-08"
4288,"2018-01-09"
3927,"2018-02-09"
5352,"2018-03-09"
6692,"2018-04-09"
6464,"2018-05-09"
3813,"2018-06-09"
5006,"2018-07-09"
4491,"2018-08-09"
3767,"2018-09-09"
6168,"2018-10-09"
7123,"2018-11-09"
7177,"2018-12-09"
4546,"2018-13-09"
5446,"2018-14-09"
3605,"2018-15-09"
4507,"2018-16-09"
6433,"2018-17-09"
7184,"2018-18-09"
6938,"2018-19-09"
6777,"2018-20-09"
4173,"2018-21-09"
2305,"2018-22-09"
610,"2018-23-09"
4588,"2018-24-09"
5589,"2018-25-09"
5687,"2018-26-09"
6262,"2018-27-09"
4351,"2018-28-09"
4258,"2018-29-09"
3240,"2018-30-09"
4273,"2018-01-10"
3302,"2018-02-10"
2367,"2018-03-10"
5228,"2018-04-10"
5866,"2018-05-10"
4802,"2018-06-10"
2525,"2018-07-10"
5561,"2018-08-10"
6003,"2018-09-10"
6485,"2018-10-10"
6196,"2018-11-10"
5983,"2018-12-10"
5102,"2018-13-10"
4230,"2018-14-10"
6104,"2018-15-10"
6130,"2018-16-10"
5763,"2018-17-10"
5320,"2018-18-10"
4684,"2018-19-10"
3350,"2018-20-10"
3758,"2018-21-10"
3996,"2018-22-10"
4093,"2018-23-10"
3302,"2018-24-10"
4201,"2018-25-10"
3956,"2018-26-10"
2350,"2018-27-10"
1803,"2018-28-10"
4310,"2018-29-10"
2591,"2018-30-10"
4418,"2018-31-10"
1352,"2018-01-11"
3968,"2018-02-11"
2743,"2018-03-11"
1935,"2018-04-11"
4604,"2018-05-11"
5392,"2018-06-11"
5270,"2018-07-11"
5162,"2018-08-11"
4684,"2018-09-11"
1454,"2018-10-11"
1128,"2018-11-11"
3403,"2018-12-11"
4678,"2018-13-11"
4837,"2018-14-11"
4616,"2018-15-11"
4195,"2018-16-11"
2620,"2018-17-11"
2042,"2018-18-11"
3956,"2018-19-11"
3813,"2018-20-11"
4042,"2018-21-11"
4149,"2018-22-11"
4031,"2018-23-11"
1084,"2018-24-11"
1230,"2018-25-11"
3773,"2018-26-11"
4259,"2018-27-11"
3436,"2018-28-11"
3014,"2018-29-11"
3708,"2018-30-11"
2470,"2018-01-12"
988,"2018-02-12"
3101,"2018-03-12"
4112,"2018-04-12"
3945,"2018-05-12"
3641,"2018-06-12"
2646,"2018-07-12"
1232,"2018-08-12"
838,"2018-09-12"
3326,"2018-10-12"
3806,"2018-11-12"
4012,"2018-12-12"
3931,"2018-13-12"
3425,"2018-14-12"
1741,"2018-15-12"
913,"2018-16-12"
2749,"2018-17-12"
4046,"2018-18-12"
3826,"2018-19-12"
3287,"2018-20-12"
1847,"2018-21-12"
1582,"2018-22-12"
552,"2018-23-12"
785,"2018-24-12"
452,"2018-25-12"
700,"2018-26-12"
1864,"2018-27-12"
1959,"2018-28-12"
1072,"2018-29-12"
1009,"2018-30-12"
1106,"2018-31-12"
520,"2019-01-01"
2442,"2019-02-01"
2382,"2019-03-01"
2080,"2019-04-01"
922,"2019-05-01"
771,"2019-06-01"
2971,"2019-07-01"
2592,"2019-08-01"
3110,"2019-09-01"
3280,"2019-10-01"
2139,"2019-11-01"
1100,"2019-12-01"
492,"2019-13-01"
2640,"2019-14-01"
3592,"2019-15-01"
3608,"2019-16-01"
2747,"2019-17-01"
3242,"2019-18-01"
2012,"2019-19-01"
1573,"2019-20-01"
3301,"2019-21-01"
2699,"2019-22-01"
1777,"2019-23-01"
2296,"2019-24-01"
2131,"2019-25-01"
1245,"2019-26-01"
726,"2019-27-01"
1885,"2019-28-01"
3180,"2019-29-01"
1650,"2019-30-01"
1037,"2019-31-01"
1554,"2019-01-02"
1065,"2019-02-02"
1004,"2019-03-02"
3045,"2019-04-02"
3017,"2019-05-02"
3249,"2019-06-02"
3077,"2019-07-02"
2912,"2019-08-02"
1529,"2019-09-02"
539,"2019-10-02"
2828,"2019-11-02"
3435,"2019-12-02"
3626,"2019-13-02"
3898,"2019-14-02"
4113,"2019-15-02"
3545,"2019-16-02"
3296,"2019-17-02"
4574,"2019-18-02"
4298,"2019-19-02"
4471,"2019-20-02"
4235,"2019-21-02"
3710,"2019-22-02"
3208,"2019-23-02"
3098,"2019-24-02"
5139,"2019-25-02"
5354,"2019-26-02"
5556,"2019-27-02"
2151,"2019-28-02"
1742,"2019-01-03"
1277,"2019-02-03"
821,"2019-03-03"
727,"2019-04-03"
1945,"2019-05-03"
3262,"2019-06-03"
3033,"2019-07-03"
2744,"2019-08-03"
1485,"2019-09-03"
567,"2019-10-03"
2017,"2019-11-03"
3049,"2019-12-03"
2271,"2019-13-03"
1848,"2019-14-03"
1763,"2019-15-03"
1195,"2019-16-03"
1081,"2019-17-03"
3231,"2019-18-03"
4181,"2019-19-03"
4191,"2019-20-03"
5090,"2019-21-03"
5383,"2019-22-03"
2187,"2019-23-03"
2345,"2019-24-03"
2917,"2019-25-03"
3742,"2019-26-03"
4178,"2019-27-03"
4328,"2019-28-03"
5555,"2019-29-03"
4876,"2019-30-03"
2689,"2019-31-03"
5669,"2019-01-04"
4275,"2019-02-04"
2952,"2019-03-04"
3595,"2019-04-04"
4170,"2019-05-04"
3618,"2019-06-04"
4739,"2019-07-04"
4884,"2019-08-04"
4812,"2019-09-04"
5833,"2019-10-04"
5624,"2019-11-04"
4049,"2019-12-04"
2147,"2019-13-04"
2601,"2019-14-04"
5366,"2019-15-04"
5931,"2019-16-04"
3940,"2019-17-04"
6149,"2019-18-04"
4375,"2019-19-04"
4354,"2019-20-04"
3895,"2019-21-04"
4281,"2019-22-04"
7237,"2019-23-04"
6406,"2019-24-04"
6071,"2019-25-04"
5356,"2019-26-04"
1931,"2019-27-04"
2351,"2019-28-04"
5729,"2019-29-04"
6403,"2019-30-04"
3853,"2019-01-05"
4869,"2019-02-05"
4352,"2019-03-05"
1722,"2019-04-05"
1519,"2019-05-05"
4093,"2019-06-05"
5257,"2019-07-05"
2985,"2019-08-05"
4483,"2019-09-05"
3344,"2019-10-05"
1794,"2019-11-05"
2949,"2019-12-05"
6245,"2019-13-05"
6580,"2019-14-05"
6937,"2019-15-05"
5480,"2019-16-05"
4006,"2019-17-05"
3966,"2019-18-05"
3692,"2019-19-05"
4345,"2019-20-05"
2005,"2019-21-05"
5464,"2019-22-05"
7121,"2019-23-05"
6551,"2019-24-05"
4909,"2019-25-05"
3570,"2019-26-05"
4369,"2019-27-05"
4628,"2019-28-05"
