"count","day"
2108,"2016-20-05"
2561,"2016-21-05"
1171,"2016-22-05"
1268,"2016-23-05"
2114,"2016-24-05"
2502,"2016-25-05"
3606,"2016-26-05"
1716,"2016-27-05"
1371,"2016-28-05"
1670,"2016-29-05"
1213,"2016-30-05"
2805,"2016-31-05"
1139,"2016-01-06"
1982,"2016-02-06"
1754,"2016-03-06"
880,"2016-04-06"
1761,"2016-05-06"
3206,"2016-06-06"
3165,"2016-07-06"
3471,"2016-08-06"
3403,"2016-09-06"
3151,"2016-10-06"
1564,"2016-11-06"
1293,"2016-12-06"
1799,"2016-13-06"
2024,"2016-14-06"
1788,"2016-15-06"
2101,"2016-16-06"
1374,"2016-17-06"
696,"2016-18-06"
1787,"2016-19-06"
2256,"2016-20-06"
2215,"2016-21-06"
3461,"2016-22-06"
4011,"2016-23-06"
2021,"2016-24-06"
279,"2016-25-06"
1862,"2016-26-06"
2021,"2016-27-06"
3041,"2016-28-06"
3306,"2016-29-06"
2217,"2016-30-06"
2118,"2016-01-07"
1002,"2016-02-07"
1715,"2016-03-07"
2629,"2016-04-07"
2750,"2016-05-07"
2886,"2016-06-07"
3226,"2016-07-07"
2810,"2016-08-07"
1931,"2016-09-07"
3116,"2016-10-07"
2700,"2016-11-07"
2252,"2016-12-07"
1881,"2016-13-07"
2239,"2016-14-07"
2081,"2016-15-07"
1264,"2016-16-07"
2190,"2016-17-07"
3257,"2016-18-07"
3676,"2016-19-07"
3257,"2016-20-07"
2553,"2016-21-07"
2054,"2016-22-07"
991,"2016-23-07"
2406,"2016-24-07"
2331,"2016-25-07"
2337,"2016-26-07"
2452,"2016-27-07"
1231,"2016-28-07"
1310,"2016-29-07"
1366,"2016-30-07"
848,"2016-31-07"
1965,"2016-01-08"
679,"2016-02-08"
634,"2016-03-08"
1692,"2016-04-08"
1381,"2016-05-08"
1446,"2016-06-08"
3067,"2016-07-08"
1788,"2016-08-08"
1457,"2016-09-08"
1137,"2016-10-08"
991,"2016-11-08"
1133,"2016-12-08"
2679,"2016-13-08"
2412,"2016-14-08"
2776,"2016-15-08"
3102,"2016-16-08"
3224,"2016-17-08"
2754,"2016-18-08"
2313,"2016-19-08"
1396,"2016-20-08"
807,"2016-21-08"
1782,"2016-22-08"
3652,"2016-23-08"
3964,"2016-24-08"
3680,"2016-25-08"
3283,"2016-26-08"
3391,"2016-27-08"
2935,"2016-28-08"
2570,"2016-29-08"
3475,"2016-30-08"
3695,"2016-31-08"
4200,"2016-01-09"
3108,"2016-02-09"
1882,"2016-03-09"
784,"2016-04-09"
2584,"2016-05-09"
3541,"2016-06-09"
3833,"2016-07-09"
3733,"2016-08-09"
3242,"2016-09-09"
2680,"2016-10-09"
2372,"2016-11-09"
3378,"2016-12-09"
3591,"2016-13-09"
3622,"2016-14-09"
3366,"2016-15-09"
3849,"2016-16-09"
1391,"2016-17-09"
1459,"2016-18-09"
2745,"2016-19-09"
2566,"2016-20-09"
3032,"2016-21-09"
2818,"2016-22-09"
2785,"2016-23-09"
1921,"2016-24-09"
4475,"2016-25-09"
2585,"2016-26-09"
2925,"2016-27-09"
2701,"2016-28-09"
2765,"2016-29-09"
2043,"2016-30-09"
809,"2016-01-10"
830,"2016-02-10"
1029,"2016-03-10"
2133,"2016-04-10"
2305,"2016-05-10"
1880,"2016-06-10"
1648,"2016-07-10"
874,"2016-08-10"
1315,"2016-09-10"
1246,"2016-10-10"
1307,"2016-11-10"
914,"2016-12-10"
1193,"2016-13-10"
1128,"2016-14-10"
2009,"2016-15-10"
1752,"2016-16-10"
1599,"2016-17-10"
1659,"2016-18-10"
1134,"2016-19-10"
814,"2016-20-10"
954,"2016-21-10"
572,"2016-22-10"
1097,"2016-23-10"
1198,"2016-24-10"
1473,"2016-25-10"
3041,"2016-26-10"
2140,"2016-27-10"
1735,"2016-28-10"
1112,"2016-29-10"
3096,"2016-30-10"
2105,"2016-31-10"
1497,"2016-01-11"
1662,"2016-02-11"
1816,"2016-03-11"
1593,"2016-04-11"
735,"2016-05-11"
762,"2016-06-11"
866,"2016-07-11"
1404,"2016-08-11"
1026,"2016-09-11"
1009,"2016-10-11"
980,"2016-11-11"
687,"2016-12-11"
692,"2016-13-11"
1567,"2016-14-11"
801,"2016-15-11"
684,"2016-16-11"
981,"2016-17-11"
871,"2016-18-11"
747,"2016-19-11"
501,"2016-20-11"
1226,"2016-21-11"
1418,"2016-22-11"
1413,"2016-23-11"
1534,"2016-24-11"
1434,"2016-25-11"
1679,"2016-26-11"
530,"2016-27-11"
1385,"2016-28-11"
1345,"2016-29-11"
1277,"2016-30-11"
1170,"2016-01-12"
1015,"2016-02-12"
537,"2016-03-12"
517,"2016-04-12"
1259,"2016-05-12"
1359,"2016-06-12"
1308,"2016-07-12"
1308,"2016-08-12"
1175,"2016-09-12"
2019,"2016-10-12"
559,"2016-11-12"
1355,"2016-12-12"
1059,"2016-13-12"
1290,"2016-14-12"
1331,"2016-15-12"
1211,"2016-16-12"
550,"2016-17-12"
469,"2016-18-12"
1343,"2016-19-12"
1306,"2016-20-12"
2442,"2016-21-12"
549,"2016-22-12"
1054,"2016-23-12"
262,"2016-24-12"
207,"2016-25-12"
237,"2016-26-12"
578,"2016-27-12"
535,"2016-28-12"
719,"2016-29-12"
564,"2016-30-12"
321,"2016-31-12"
275,"2017-01-01"
291,"2017-02-01"
423,"2017-03-01"
428,"2017-04-01"
635,"2017-05-01"
582,"2017-06-01"
202,"2017-07-01"
235,"2017-08-01"
1093,"2017-09-01"
899,"2017-10-01"
1011,"2017-11-01"
1144,"2017-12-01"
596,"2017-13-01"
390,"2017-14-01"
432,"2017-15-01"
1209,"2017-16-01"
1101,"2017-17-01"
1144,"2017-18-01"
1089,"2017-19-01"
1012,"2017-20-01"
594,"2017-21-01"
610,"2017-22-01"
1059,"2017-23-01"
783,"2017-24-01"
931,"2017-25-01"
1004,"2017-26-01"
1004,"2017-27-01"
587,"2017-28-01"
612,"2017-29-01"
807,"2017-30-01"
1178,"2017-31-01"
1310,"2017-01-02"
1391,"2017-02-02"
999,"2017-03-02"
1535,"2017-04-02"
855,"2017-05-02"
1332,"2017-06-02"
1001,"2017-07-02"
1281,"2017-08-02"
1364,"2017-09-02"
1068,"2017-10-02"
241,"2017-11-02"
767,"2017-12-02"
1353,"2017-13-02"
1509,"2017-14-02"
1718,"2017-15-02"
1018,"2017-16-02"
950,"2017-17-02"
734,"2017-18-02"
1628,"2017-19-02"
1052,"2017-20-02"
1141,"2017-21-02"
732,"2017-22-02"
544,"2017-23-02"
758,"2017-24-02"
585,"2017-25-02"
620,"2017-26-02"
483,"2017-27-02"
670,"2017-28-02"
873,"2017-01-03"
886,"2017-02-03"
1178,"2017-03-03"
2519,"2017-04-03"
819,"2017-05-03"
841,"2017-06-03"
872,"2017-07-03"
691,"2017-08-03"
888,"2017-09-03"
1555,"2017-10-03"
1273,"2017-11-03"
2154,"2017-12-03"
2031,"2017-13-03"
2225,"2017-14-03"
2192,"2017-15-03"
2644,"2017-16-03"
1416,"2017-17-03"
1115,"2017-18-03"
806,"2017-19-03"
1636,"2017-20-03"
1570,"2017-21-03"
1967,"2017-22-03"
2297,"2017-23-03"
2256,"2017-24-03"
1823,"2017-25-03"
2075,"2017-26-03"
2664,"2017-27-03"
2848,"2017-28-03"
2357,"2017-29-03"
2659,"2017-30-03"
2809,"2017-31-03"
1076,"2017-01-04"
2492,"2017-02-04"
2496,"2017-03-04"
4377,"2017-04-04"
2165,"2017-05-04"
1751,"2017-06-04"
1897,"2017-07-04"
2921,"2017-08-04"
2986,"2017-09-04"
1554,"2017-10-04"
1616,"2017-11-04"
1526,"2017-12-04"
1128,"2017-13-04"
915,"2017-14-04"
407,"2017-15-04"
424,"2017-16-04"
702,"2017-17-04"
1467,"2017-18-04"
1683,"2017-19-04"
1882,"2017-20-04"
2539,"2017-21-04"
871,"2017-22-04"
1314,"2017-23-04"
2758,"2017-24-04"
2082,"2017-25-04"
2427,"2017-26-04"
2430,"2017-27-04"
2022,"2017-28-04"
1173,"2017-29-04"
2683,"2017-30-04"
292,"2017-01-05"
1476,"2017-02-05"
1974,"2017-03-05"
1954,"2017-04-05"
3511,"2017-05-05"
2366,"2017-06-05"
1537,"2017-07-05"
2238,"2017-08-05"
2894,"2017-09-05"
3328,"2017-10-05"
2963,"2017-11-05"
1901,"2017-12-05"
1677,"2017-13-05"
1402,"2017-14-05"
3484,"2017-15-05"
3857,"2017-16-05"
4489,"2017-17-05"
1934,"2017-18-05"
1198,"2017-19-05"
3429,"2017-20-05"
2862,"2017-21-05"
3807,"2017-22-05"
3811,"2017-23-05"
2858,"2017-24-05"
3042,"2017-25-05"
2984,"2017-26-05"
2996,"2017-27-05"
2202,"2017-28-05"
4264,"2017-29-05"
3299,"2017-30-05"
3723,"2017-31-05"
3821,"2017-01-06"
2987,"2017-02-06"
1637,"2017-03-06"
1638,"2017-04-06"
3176,"2017-05-06"
1356,"2017-06-06"
1943,"2017-07-06"
2705,"2017-08-06"
1912,"2017-09-06"
2526,"2017-10-06"
3245,"2017-11-06"
3228,"2017-12-06"
3425,"2017-13-06"
3938,"2017-14-06"
3317,"2017-15-06"
2383,"2017-16-06"
1651,"2017-17-06"
3255,"2017-18-06"
4305,"2017-19-06"
4401,"2017-20-06"
4744,"2017-21-06"
3646,"2017-22-06"
3332,"2017-23-06"
1964,"2017-24-06"
1801,"2017-25-06"
3508,"2017-26-06"
2996,"2017-27-06"
2105,"2017-28-06"
2668,"2017-29-06"
2599,"2017-30-06"
507,"2017-01-07"
1314,"2017-02-07"
3722,"2017-03-07"
3935,"2017-04-07"
4184,"2017-05-07"
3461,"2017-06-07"
3620,"2017-07-07"
2656,"2017-08-07"
3129,"2017-09-07"
2264,"2017-10-07"
3357,"2017-11-07"
1141,"2017-12-07"
3424,"2017-13-07"
2084,"2017-14-07"
1787,"2017-15-07"
1668,"2017-16-07"
2181,"2017-17-07"
4014,"2017-18-07"
2494,"2017-19-07"
1908,"2017-20-07"
2833,"2017-21-07"
2058,"2017-22-07"
1695,"2017-23-07"
1164,"2017-24-07"
876,"2017-25-07"
2122,"2017-26-07"
2052,"2017-27-07"
1860,"2017-28-07"
1514,"2017-29-07"
2206,"2017-30-07"
2533,"2017-31-07"
1509,"2017-01-08"
2008,"2017-02-08"
1493,"2017-03-08"
1699,"2017-04-08"
696,"2017-05-08"
3104,"2017-06-08"
2699,"2017-07-08"
1391,"2017-08-08"
2261,"2017-09-08"
478,"2017-10-08"
896,"2017-11-08"
561,"2017-12-08"
2076,"2017-13-08"
2458,"2017-14-08"
1445,"2017-15-08"
2117,"2017-16-08"
1528,"2017-17-08"
601,"2017-18-08"
1103,"2017-19-08"
1474,"2017-20-08"
2254,"2017-21-08"
2720,"2017-22-08"
3288,"2017-23-08"
2489,"2017-24-08"
3489,"2017-25-08"
1611,"2017-26-08"
3695,"2017-27-08"
3307,"2017-28-08"
3781,"2017-29-08"
2825,"2017-30-08"
1789,"2017-31-08"
2699,"2017-01-09"
1375,"2017-02-09"
2505,"2017-03-09"
3043,"2017-04-09"
2817,"2017-05-09"
2068,"2017-06-09"
3345,"2017-07-09"
1734,"2017-08-09"
806,"2017-09-09"
2049,"2017-10-09"
1767,"2017-11-09"
1837,"2017-12-09"
1487,"2017-13-09"
1352,"2017-14-09"
1566,"2017-15-09"
1290,"2017-16-09"
1386,"2017-17-09"
1726,"2017-18-09"
1948,"2017-19-09"
3670,"2017-20-09"
2735,"2017-21-09"
2404,"2017-22-09"
1582,"2017-23-09"
1792,"2017-24-09"
2574,"2017-25-09"
2505,"2017-26-09"
2932,"2017-27-09"
3894,"2017-28-09"
2443,"2017-29-09"
346,"2017-30-09"
3580,"2017-01-10"
1585,"2017-02-10"
1295,"2017-03-10"
2168,"2017-04-10"
1552,"2017-05-10"
1280,"2017-06-10"
874,"2017-07-10"
635,"2017-08-10"
1894,"2017-09-10"
2032,"2017-10-10"
2465,"2017-11-10"
2573,"2017-12-10"
2388,"2017-13-10"
2478,"2017-14-10"
2950,"2017-15-10"
3339,"2017-16-10"
2940,"2017-17-10"
3203,"2017-18-10"
2906,"2017-19-10"
1783,"2017-20-10"
893,"2017-21-10"
2122,"2017-22-10"
1640,"2017-23-10"
1596,"2017-24-10"
1978,"2017-25-10"
1926,"2017-26-10"
1315,"2017-27-10"
645,"2017-28-10"
630,"2017-29-10"
1274,"2017-30-10"
716,"2017-31-10"
1392,"2017-01-11"
2593,"2017-02-11"
1411,"2017-03-11"
1248,"2017-04-11"
2104,"2017-05-11"
1950,"2017-06-11"
1948,"2017-07-11"
1835,"2017-08-11"
1865,"2017-09-11"
1413,"2017-10-11"
410,"2017-11-11"
362,"2017-12-11"
1868,"2017-13-11"
2377,"2017-14-11"
1845,"2017-15-11"
1855,"2017-16-11"
1764,"2017-17-11"
867,"2017-18-11"
712,"2017-19-11"
1172,"2017-20-11"
1255,"2017-21-11"
2082,"2017-22-11"
2916,"2017-23-11"
952,"2017-24-11"
588,"2017-25-11"
1691,"2017-26-11"
1025,"2017-27-11"
1539,"2017-28-11"
1610,"2017-29-11"
1100,"2017-30-11"
1095,"2017-01-12"
583,"2017-02-12"
213,"2017-03-12"
1160,"2017-04-12"
1475,"2017-05-12"
1639,"2017-06-12"
1455,"2017-07-12"
1037,"2017-08-12"
352,"2017-09-12"
506,"2017-10-12"
886,"2017-11-12"
1280,"2017-12-12"
1140,"2017-13-12"
1017,"2017-14-12"
1132,"2017-15-12"
1386,"2017-16-12"
412,"2017-17-12"
839,"2017-18-12"
1079,"2017-19-12"
1064,"2017-20-12"
951,"2017-21-12"
573,"2017-22-12"
866,"2017-23-12"
319,"2017-24-12"
364,"2017-25-12"
296,"2017-26-12"
463,"2017-27-12"
466,"2017-28-12"
385,"2017-29-12"
316,"2017-30-12"
459,"2017-31-12"
288,"2018-01-01"
548,"2018-02-01"
309,"2018-03-01"
529,"2018-04-01"
868,"2018-05-01"
623,"2018-06-01"
630,"2018-07-01"
1665,"2018-08-01"
1774,"2018-09-01"
1507,"2018-10-01"
1677,"2018-11-01"
1403,"2018-12-01"
898,"2018-13-01"
2323,"2018-14-01"
1401,"2018-15-01"
1103,"2018-16-01"
894,"2018-17-01"
628,"2018-18-01"
1069,"2018-19-01"
399,"2018-20-01"
599,"2018-21-01"
1153,"2018-22-01"
1499,"2018-23-01"
1733,"2018-24-01"
1088,"2018-25-01"
1298,"2018-26-01"
2673,"2018-27-01"
723,"2018-28-01"
1322,"2018-29-01"
1792,"2018-30-01"
1059,"2018-31-01"
1401,"2018-01-02"
1775,"2018-02-02"
687,"2018-03-02"
534,"2018-04-02"
1373,"2018-05-02"
1185,"2018-06-02"
900,"2018-07-02"
636,"2018-08-02"
632,"2018-09-02"
363,"2018-10-02"
272,"2018-11-02"
425,"2018-12-02"
894,"2018-13-02"
1339,"2018-14-02"
458,"2018-15-02"
1059,"2018-16-02"
1917,"2018-17-02"
1001,"2018-18-02"
1207,"2018-19-02"
1275,"2018-20-02"
1431,"2018-21-02"
1316,"2018-22-02"
1182,"2018-23-02"
661,"2018-24-02"
623,"2018-25-02"
1089,"2018-26-02"
1000,"2018-27-02"
970,"2018-28-02"
821,"2018-01-03"
793,"2018-02-03"
249,"2018-03-03"
2074,"2018-04-03"
1496,"2018-05-03"
1694,"2018-06-03"
1371,"2018-07-03"
1223,"2018-08-03"
1317,"2018-09-03"
920,"2018-10-03"
1062,"2018-11-03"
1408,"2018-12-03"
844,"2018-13-03"
1884,"2018-14-03"
1707,"2018-15-03"
1036,"2018-16-03"
304,"2018-17-03"
1485,"2018-18-03"
1413,"2018-19-03"
1285,"2018-20-03"
2325,"2018-21-03"
910,"2018-22-03"
1298,"2018-23-03"
1200,"2018-24-03"
1585,"2018-25-03"
1485,"2018-26-03"
1038,"2018-27-03"
699,"2018-28-03"
1075,"2018-29-03"
1219,"2018-30-03"
1011,"2018-31-03"
161,"2018-01-04"
811,"2018-02-04"
1153,"2018-03-04"
1115,"2018-04-04"
1178,"2018-05-04"
1926,"2018-06-04"
3711,"2018-07-04"
2966,"2018-08-04"
3354,"2018-09-04"
4238,"2018-10-04"
2052,"2018-11-04"
3212,"2018-12-04"
2627,"2018-13-04"
2209,"2018-14-04"
2456,"2018-15-04"
3553,"2018-16-04"
4394,"2018-17-04"
4583,"2018-18-04"
4556,"2018-19-04"
4305,"2018-20-04"
2907,"2018-21-04"
3456,"2018-22-04"
3407,"2018-23-04"
3712,"2018-24-04"
2902,"2018-25-04"
2863,"2018-26-04"
3301,"2018-27-04"
1816,"2018-28-04"
1394,"2018-29-04"
1624,"2018-30-04"
1630,"2018-01-05"
3716,"2018-02-05"
3766,"2018-03-05"
3554,"2018-04-05"
4265,"2018-05-05"
3834,"2018-06-05"
4732,"2018-07-05"
5006,"2018-08-05"
4198,"2018-09-05"
1763,"2018-10-05"
2515,"2018-11-05"
2613,"2018-12-05"
287,"2018-13-05"
3386,"2018-14-05"
4537,"2018-15-05"
3083,"2018-16-05"
3347,"2018-17-05"
2865,"2018-18-05"
1774,"2018-19-05"
2245,"2018-20-05"
2482,"2018-21-05"
1837,"2018-22-05"
2070,"2018-23-05"
2066,"2018-24-05"
2445,"2018-25-05"
2915,"2018-26-05"
2179,"2018-27-05"
4550,"2018-28-05"
3765,"2018-29-05"
4482,"2018-30-05"
3704,"2018-31-05"
718,"2018-01-06"
1919,"2018-02-06"
3052,"2018-03-06"
4730,"2018-04-06"
4674,"2018-05-06"
5632,"2018-06-06"
4083,"2018-07-06"
2530,"2018-08-06"
2566,"2018-09-06"
2879,"2018-10-06"
3893,"2018-11-06"
2919,"2018-12-06"
3647,"2018-13-06"
3389,"2018-14-06"
3292,"2018-15-06"
2077,"2018-16-06"
2320,"2018-17-06"
3620,"2018-18-06"
3836,"2018-19-06"
5017,"2018-20-06"
3340,"2018-21-06"
2626,"2018-22-06"
1603,"2018-23-06"
2048,"2018-24-06"
3551,"2018-25-06"
4271,"2018-26-06"
4406,"2018-27-06"
4630,"2018-28-06"
4445,"2018-29-06"
3185,"2018-30-06"
3409,"2018-01-07"
4694,"2018-02-07"
5407,"2018-03-07"
3932,"2018-04-07"
4356,"2018-05-07"
3716,"2018-06-07"
2882,"2018-07-07"
3721,"2018-08-07"
3863,"2018-09-07"
3088,"2018-10-07"
3418,"2018-11-07"
4306,"2018-12-07"
4071,"2018-13-07"
2944,"2018-14-07"
3733,"2018-15-07"
4055,"2018-16-07"
3582,"2018-17-07"
3926,"2018-18-07"
3809,"2018-19-07"
3069,"2018-20-07"
2361,"2018-21-07"
3275,"2018-22-07"
2893,"2018-23-07"
3470,"2018-24-07"
3576,"2018-25-07"
3089,"2018-26-07"
3048,"2018-27-07"
1525,"2018-28-07"
3003,"2018-29-07"
2899,"2018-30-07"
3095,"2018-31-07"
2731,"2018-01-08"
2970,"2018-02-08"
2809,"2018-03-08"
2144,"2018-04-08"
2733,"2018-05-08"
2889,"2018-06-08"
3171,"2018-07-08"
1897,"2018-08-08"
1649,"2018-09-08"
2123,"2018-10-08"
1801,"2018-11-08"
2609,"2018-12-08"
2816,"2018-13-08"
1570,"2018-14-08"
2322,"2018-15-08"
3016,"2018-16-08"
1440,"2018-17-08"
2090,"2018-18-08"
2710,"2018-19-08"
2263,"2018-20-08"
